physical_risk_id,counterparty_id,hazard_type,bank_id,country,acute_risk_score,chronic_risk_score,exposure_amount_meur,assessment_horizon,scenario_basis,high_risk_flag,financial_impact_meur,portfolio_pct,data_source,hazard_category,nace_code
PR000076,CP00043,flood,BANK01,FR,2,2,1.77,2030,RCP_8.5,False,0.19,0.006,ECB_climate_indicators,acute,K65
PR000077,CP00043,drought,BANK01,FR,4,4,1.77,2050,RCP_2.6,True,0.06,0.006,ECB_climate_indicators,chronic,K65
PR000078,CP00044,sea_level_rise,BANK01,FR,3,3,350.92,2030,RCP_4.5,False,37.47,1.127,ECB_climate_indicators,chronic,I56
PR000079,CP00044,heatwave,BANK01,FR,1,1,350.92,2030,RCP_4.5,False,7.85,1.127,ECB_climate_indicators,acute,I56
PR000080,CP00044,windstorm,BANK01,FR,4,2,350.92,2050,RCP_8.5,True,18.04,1.127,ECB_climate_indicators,acute,I56
PR000081,CP00045,windstorm,BANK01,FR,4,4,17.71,2030,RCP_4.5,True,1.12,0.057,ECB_climate_indicators,acute,H50
PR000082,CP00046,windstorm,BANK01,DE,3,2,14.73,2050,RCP_8.5,False,0.96,0.047,ECB_climate_indicators,acute,H52
PR000083,CP00046,wildfire,BANK01,DE,2,2,14.73,2030,RCP_2.6,False,0.77,0.047,ECB_climate_indicators,acute,H52
PR000084,CP00047,flood,BANK01,PT,5,1,7.86,2050,RCP_8.5,True,0.91,0.025,ECB_climate_indicators,acute,C28
PR000085,CP00047,heatwave,BANK01,PT,4,3,7.86,2050,RCP_8.5,True,0.19,0.025,ECB_climate_indicators,acute,C28
PR000086,CP00048,wildfire,BANK01,DE,1,4,4.38,2030,RCP_8.5,True,0.32,0.014,ECB_climate_indicators,acute,J58
PR000087,CP00048,heatwave,BANK01,DE,2,5,4.38,2030,RCP_8.5,True,0.11,0.014,ECB_climate_indicators,acute,J58
PR000088,CP00048,windstorm,BANK01,DE,3,4,4.38,2050,RCP_8.5,True,0.31,0.014,ECB_climate_indicators,acute,J58
PR000089,CP00049,sea_level_rise,BANK01,FI,3,4,6.51,2030,RCP_4.5,True,0.53,0.021,ECB_climate_indicators,chronic,B07
PR000090,CP00050,heatwave,BANK01,BE,2,2,35.43,2030,RCP_8.5,False,1.59,0.114,ECB_climate_indicators,acute,B06
PR000091,CP00051,drought,BANK01,FR,3,3,26.09,2030,RCP_2.6,False,1.97,0.084,ECB_climate_indicators,chronic,H50
PR000092,CP00051,wildfire,BANK01,FR,4,1,26.09,2030,RCP_4.5,True,2.05,0.084,ECB_climate_indicators,acute,H50
PR000093,CP00051,sea_level_rise,BANK01,FR,2,4,26.09,2050,RCP_8.5,True,1.33,0.084,ECB_climate_indicators,chronic,H50
PR000094,CP00052,sea_level_rise,BANK01,LU,3,1,663.4,2030,RCP_8.5,False,46.96,2.13,ECB_climate_indicators,chronic,C27
PR000095,CP00052,heatwave,BANK01,LU,2,2,663.4,2030,RCP_8.5,False,13.84,2.13,ECB_climate_indicators,acute,C27
PR000096,CP00052,drought,BANK01,LU,2,5,663.4,2030,RCP_4.5,True,37.92,2.13,ECB_climate_indicators,chronic,C27
PR000097,CP00053,flood,BANK01,DE,1,4,2.91,2030,RCP_8.5,True,0.35,0.009,ECB_climate_indicators,acute,Q87
PR000098,CP00053,heatwave,BANK01,DE,3,5,2.91,2030,RCP_4.5,True,0.08,0.009,ECB_climate_indicators,acute,Q87
PR000099,CP00054,flood,BANK01,FI,3,3,25.75,2030,RCP_8.5,False,3.08,0.083,ECB_climate_indicators,acute,J63
PR000100,CP00055,drought,BANK01,IT,3,3,655.4,2030,RCP_2.6,False,31.69,2.104,ECB_climate_indicators,chronic,C30
PR000101,CP00055,flood,BANK01,IT,4,3,655.4,2030,RCP_4.5,True,65.88,2.104,ECB_climate_indicators,acute,C30
PR000102,CP00055,sea_level_rise,BANK01,IT,4,4,655.4,2050,RCP_2.6,True,76.17,2.104,ECB_climate_indicators,chronic,C30
PR000103,CP00056,flood,BANK01,IT,2,2,126.66,2030,RCP_8.5,False,15.87,0.407,ECB_climate_indicators,acute,G45
PR000104,CP00057,wildfire,BANK01,AT,1,5,7.62,2030,RCP_8.5,True,0.67,0.024,ECB_climate_indicators,acute,K64
PR000105,CP00057,heatwave,BANK01,AT,2,4,7.62,2030,RCP_4.5,True,0.27,0.024,ECB_climate_indicators,acute,K64
PR000106,CP00058,windstorm,BANK01,FR,3,1,290.79,2050,RCP_8.5,False,19.26,0.933,ECB_climate_indicators,acute,H50
PR000107,CP00059,drought,BANK01,BE,4,2,1290.09,2030,RCP_8.5,True,52.0,4.141,ECB_climate_indicators,chronic,B05
PR000108,CP00060,wildfire,BANK01,FR,1,1,251.16,2030,RCP_8.5,False,13.95,0.806,ECB_climate_indicators,acute,F42
PR000109,CP00061,windstorm,BANK01,LU,1,3,47.02,2050,RCP_4.5,False,1.68,0.151,ECB_climate_indicators,acute,B07
PR000110,CP00061,wildfire,BANK01,LU,5,3,47.02,2050,RCP_2.6,True,2.66,0.151,ECB_climate_indicators,acute,B07
PR000111,CP00062,wildfire,BANK01,FR,1,3,1.85,2030,RCP_8.5,False,0.18,0.006,ECB_climate_indicators,acute,E38
PR000112,CP00063,drought,BANK01,DE,2,2,25.11,2050,RCP_8.5,False,1.32,0.081,ECB_climate_indicators,chronic,P85
PR000113,CP00064,sea_level_rise,BANK01,IE,3,2,1295.96,2050,RCP_8.5,False,139.12,4.16,ECB_climate_indicators,chronic,B07
PR000114,CP00065,windstorm,BANK01,FR,2,2,4.29,2050,RCP_8.5,False,0.16,0.014,ECB_climate_indicators,acute,M70
PR000115,CP00066,heatwave,BANK01,DE,3,4,348.38,2030,RCP_8.5,True,15.37,1.118,ECB_climate_indicators,acute,J63
PR000116,CP00066,drought,BANK01,DE,3,4,348.38,2030,RCP_4.5,True,22.77,1.118,ECB_climate_indicators,chronic,J63
PR000117,CP00066,sea_level_rise,BANK01,DE,2,1,348.38,2050,RCP_8.5,False,35.78,1.118,ECB_climate_indicators,chronic,J63
PR000118,CP00067,drought,BANK01,AT,4,4,12.95,2030,RCP_8.5,True,0.8,0.042,ECB_climate_indicators,chronic,F43
PR000119,CP00067,flood,BANK01,AT,3,1,12.95,2030,RCP_4.5,False,1.76,0.042,ECB_climate_indicators,acute,F43
PR000120,CP00067,wildfire,BANK01,AT,3,3,12.95,2050,RCP_8.5,False,1.21,0.042,ECB_climate_indicators,acute,F43
PR000121,CP00068,sea_level_rise,BANK01,FI,3,2,1151.39,2030,RCP_2.6,False,126.15,3.696,ECB_climate_indicators,chronic,B07
PR000122,CP00068,heatwave,BANK01,FI,3,5,1151.39,2030,RCP_2.6,True,43.51,3.696,ECB_climate_indicators,acute,B07
PR000123,CP00068,drought,BANK01,FI,5,3,1151.39,2030,RCP_2.6,True,78.8,3.696,ECB_climate_indicators,chronic,B07
PR000124,CP00069,flood,BANK01,PT,1,2,1392.98,2030,RCP_2.6,False,117.37,4.472,ECB_climate_indicators,acute,C10
PR000125,CP00069,heatwave,BANK01,PT,3,1,1392.98,2050,RCP_2.6,False,34.4,4.472,ECB_climate_indicators,acute,C10
PR000126,CP00069,windstorm,BANK01,PT,3,3,1392.98,2050,RCP_8.5,False,50.79,4.472,ECB_climate_indicators,acute,C10
PR000127,CP00070,heatwave,BANK01,FI,4,5,884.44,2050,RCP_8.5,True,18.68,2.839,ECB_climate_indicators,acute,H51
PR000128,CP00070,flood,BANK01,FI,2,4,884.44,2050,RCP_2.6,True,112.21,2.839,ECB_climate_indicators,acute,H51
PR000129,CP00071,wildfire,BANK01,PT,2,5,6.58,2050,RCP_4.5,True,0.65,0.021,ECB_climate_indicators,acute,F43
PR000130,CP00072,flood,BANK01,FR,1,2,2937.14,2030,RCP_8.5,False,375.9,9.429,ECB_climate_indicators,acute,P85
PR000131,CP00072,sea_level_rise,BANK01,FR,3,3,2937.14,2050,RCP_2.6,False,303.74,9.429,ECB_climate_indicators,chronic,P85
PR000132,CP00073,drought,BANK01,IE,3,3,64.38,2050,RCP_8.5,False,2.7,0.207,ECB_climate_indicators,chronic,C10
PR000133,CP00074,sea_level_rise,BANK01,NL,2,4,23.84,2030,RCP_4.5,True,1.57,0.077,ECB_climate_indicators,chronic,C13
PR000134,CP00074,flood,BANK01,NL,1,3,23.84,2050,RCP_4.5,False,2.74,0.077,ECB_climate_indicators,acute,C13
PR000135,CP00074,drought,BANK01,NL,2,3,23.84,2050,RCP_8.5,False,1.09,0.077,ECB_climate_indicators,chronic,C13
PR000136,CP00075,heatwave,BANK01,IE,3,1,232.76,2030,RCP_2.6,False,9.97,0.747,ECB_climate_indicators,acute,C29
PR000137,CP00075,sea_level_rise,BANK01,IE,3,4,232.76,2030,RCP_4.5,True,16.38,0.747,ECB_climate_indicators,chronic,C29
PR000138,CP00076,wildfire,BANK01,DE,3,2,76.56,2030,RCP_4.5,False,5.52,0.246,ECB_climate_indicators,acute,C11
PR000139,CP00077,wildfire,BANK01,FI,2,2,80.29,2050,RCP_8.5,False,5.31,0.258,ECB_climate_indicators,acute,B07
PR000140,CP00077,flood,BANK01,FI,2,3,80.29,2030,RCP_2.6,False,10.76,0.258,ECB_climate_indicators,acute,B07
PR000141,CP00077,heatwave,BANK01,FI,2,4,80.29,2030,RCP_2.6,True,1.62,0.258,ECB_climate_indicators,acute,B07
PR000142,CP00078,flood,BANK01,IT,3,4,0.8,2030,RCP_4.5,True,0.1,0.003,ECB_climate_indicators,acute,C13
PR000143,CP00078,sea_level_rise,BANK01,IT,3,4,0.8,2050,RCP_2.6,True,0.04,0.003,ECB_climate_indicators,chronic,C13
PR000144,CP00078,wildfire,BANK01,IT,3,3,0.8,2030,RCP_4.5,False,0.05,0.003,ECB_climate_indicators,acute,C13
PR000145,CP00079,drought,BANK01,FI,3,4,111.45,2030,RCP_8.5,True,5.94,0.358,ECB_climate_indicators,chronic,F43
PR000146,CP00080,wildfire,BANK01,FR,5,3,663.67,2030,RCP_8.5,True,57.74,2.131,ECB_climate_indicators,acute,H51
PR000147,CP00080,windstorm,BANK01,FR,2,4,663.67,2050,RCP_2.6,True,27.79,2.131,ECB_climate_indicators,acute,H51
PR000148,CP00080,drought,BANK01,FR,3,4,663.67,2050,RCP_4.5,True,31.93,2.131,ECB_climate_indicators,chronic,H51
PR000149,CP00081,heatwave,BANK01,FR,2,2,65.45,2030,RCP_8.5,False,1.85,0.21,ECB_climate_indicators,acute,C25
PR000150,CP00082,drought,BANK01,BE,1,4,15.27,2050,RCP_4.5,True,0.6,0.049,ECB_climate_indicators,chronic,H52
PR000151,CP00083,windstorm,BANK01,PT,2,3,301.74,2030,RCP_4.5,False,12.31,0.969,ECB_climate_indicators,acute,C10
PR000152,CP00083,drought,BANK01,PT,1,4,301.74,2050,RCP_4.5,True,19.7,0.969,ECB_climate_indicators,chronic,C10
PR000153,CP00084,windstorm,BANK01,DE,5,1,2102.44,2050,RCP_4.5,True,125.17,6.749,ECB_climate_indicators,acute,B08
PR000154,CP00084,flood,BANK01,DE,3,2,2102.44,2030,RCP_8.5,False,283.69,6.749,ECB_climate_indicators,acute,B08
PR000155,CP00085,drought,BANK01,BE,1,3,5.91,2030,RCP_8.5,False,0.24,0.019,ECB_climate_indicators,chronic,C22
PR000156,CP00085,wildfire,BANK01,BE,2,3,5.91,2030,RCP_4.5,False,0.27,0.019,ECB_climate_indicators,acute,C22
PR000157,CP00086,wildfire,BANK01,FR,2,3,362.93,2030,RCP_4.5,False,31.72,1.165,ECB_climate_indicators,acute,C13
PR000158,CP00086,drought,BANK01,FR,1,3,362.93,2030,RCP_2.6,False,21.11,1.165,ECB_climate_indicators,chronic,C13
PR000159,CP00087,windstorm,BANK01,IT,3,4,4.57,2030,RCP_4.5,True,0.23,0.015,ECB_climate_indicators,acute,B07
PR000160,CP00087,heatwave,BANK01,IT,4,2,4.57,2030,RCP_2.6,True,0.17,0.015,ECB_climate_indicators,acute,B07
PR000161,CP00088,wildfire,BANK01,NL,2,1,685.53,2030,RCP_8.5,False,65.72,2.201,ECB_climate_indicators,acute,C27
PR000162,CP00089,sea_level_rise,BANK01,PL,5,3,121.17,2030,RCP_4.5,True,12.11,0.389,ECB_climate_indicators,chronic,F43
PR000163,CP00090,sea_level_rise,BANK01,FI,5,3,26.84,2030,RCP_2.6,True,1.67,0.086,ECB_climate_indicators,chronic,G45
PR000164,CP00091,flood,BANK02,AT,2,3,37.41,2050,RCP_4.5,False,3.48,0.19,ECB_climate_indicators,acute,K64
PR000165,CP00092,drought,BANK02,FR,3,3,282.06,2050,RCP_4.5,False,13.63,1.436,ECB_climate_indicators,chronic,G47
PR000166,CP00092,wildfire,BANK02,FR,3,2,282.06,2030,RCP_2.6,False,15.25,1.436,ECB_climate_indicators,acute,G47
PR000167,CP00093,flood,BANK02,IT,2,1,9.15,2050,RCP_4.5,False,0.91,0.047,ECB_climate_indicators,acute,B06
PR000168,CP00093,sea_level_rise,BANK02,IT,4,3,9.15,2030,RCP_4.5,True,0.59,0.047,ECB_climate_indicators,chronic,B06
PR000169,CP00094,windstorm,BANK02,FR,3,4,7.73,2030,RCP_4.5,True,0.5,0.039,ECB_climate_indicators,acute,B06
PR000170,CP00094,drought,BANK02,FR,2,4,7.73,2050,RCP_4.5,True,0.59,0.039,ECB_climate_indicators,chronic,B06
PR000171,CP00094,wildfire,BANK02,FR,2,2,7.73,2050,RCP_4.5,False,0.64,0.039,ECB_climate_indicators,acute,B06
PR000172,CP00095,windstorm,BANK02,IT,4,2,91.79,2050,RCP_4.5,True,4.8,0.467,ECB_climate_indicators,acute,B05
PR000173,CP00096,sea_level_rise,BANK02,IE,3,4,1465.9,2030,RCP_4.5,True,91.44,7.464,ECB_climate_indicators,chronic,C13
PR000174,CP00097,drought,BANK02,DE,2,1,36.56,2030,RCP_4.5,False,2.69,0.186,ECB_climate_indicators,chronic,C13
PR000175,CP00097,flood,BANK02,DE,2,2,36.56,2030,RCP_2.6,False,3.76,0.186,ECB_climate_indicators,acute,C13
PR000176,CP00097,sea_level_rise,BANK02,DE,3,3,36.56,2050,RCP_4.5,False,4.26,0.186,ECB_climate_indicators,chronic,C13
PR000177,CP00098,wildfire,BANK02,PT,2,3,158.73,2030,RCP_2.6,False,6.92,0.808,ECB_climate_indicators,acute,K64
PR000178,CP00098,flood,BANK02,PT,4,2,158.73,2030,RCP_4.5,True,21.47,0.808,ECB_climate_indicators,acute,K64
PR000179,CP00098,windstorm,BANK02,PT,3,3,158.73,2050,RCP_8.5,False,6.2,0.808,ECB_climate_indicators,acute,K64
PR000180,CP00099,windstorm,BANK02,FR,3,3,33.08,2030,RCP_4.5,False,1.48,0.168,ECB_climate_indicators,acute,C28
PR000181,CP00100,sea_level_rise,BANK02,IT,3,5,1.62,2050,RCP_2.6,True,0.15,0.008,ECB_climate_indicators,chronic,F43
PR000182,CP00101,flood,BANK02,NL,5,3,1468.15,2030,RCP_2.6,True,165.53,7.476,ECB_climate_indicators,acute,Q86
PR000183,CP00102,heatwave,BANK02,DE,3,3,31.2,2030,RCP_8.5,False,0.77,0.159,ECB_climate_indicators,acute,F42
PR000184,CP00102,sea_level_rise,BANK02,DE,3,4,31.2,2030,RCP_8.5,True,2.96,0.159,ECB_climate_indicators,chronic,F42
PR000185,CP00102,flood,BANK02,DE,2,2,31.2,2050,RCP_8.5,False,3.15,0.159,ECB_climate_indicators,acute,F42
PR000186,CP00103,windstorm,BANK02,ES,2,3,11.9,2050,RCP_4.5,False,0.48,0.061,ECB_climate_indicators,acute,H51
PR000187,CP00104,wildfire,BANK02,PT,3,2,2.1,2030,RCP_4.5,False,0.12,0.011,ECB_climate_indicators,acute,H52
PR000188,CP00105,windstorm,BANK02,DE,2,2,1995.11,2050,RCP_8.5,False,91.36,10.159,ECB_climate_indicators,acute,H52
PR000189,CP00105,sea_level_rise,BANK02,DE,2,5,1995.11,2030,RCP_8.5,True,110.1,10.159,ECB_climate_indicators,chronic,H52
PR000190,CP00105,drought,BANK02,DE,2,3,1995.11,2050,RCP_4.5,False,139.06,10.159,ECB_climate_indicators,chronic,H52
PR000191,CP00106,sea_level_rise,BANK02,DE,4,3,16.4,2030,RCP_4.5,True,1.38,0.084,ECB_climate_indicators,chronic,A02
PR000192,CP00106,heatwave,BANK02,DE,4,4,16.4,2030,RCP_8.5,True,0.63,0.084,ECB_climate_indicators,acute,A02
PR000193,CP00106,windstorm,BANK02,DE,3,4,16.4,2030,RCP_8.5,True,0.56,0.084,ECB_climate_indicators,acute,A02
PR000194,CP00107,sea_level_rise,BANK02,DE,2,4,41.6,2050,RCP_8.5,True,3.8,0.212,ECB_climate_indicators,chronic,C17
PR000195,CP00107,drought,BANK02,DE,3,3,41.6,2050,RCP_2.6,False,1.64,0.212,ECB_climate_indicators,chronic,C17
PR000196,CP00108,drought,BANK02,IT,4,2,75.17,2030,RCP_4.5,True,4.44,0.383,ECB_climate_indicators,chronic,C24
PR000197,CP00108,windstorm,BANK02,IT,1,4,75.17,2050,RCP_4.5,True,3.86,0.383,ECB_climate_indicators,acute,C24
PR000198,CP00108,heatwave,BANK02,IT,2,2,75.17,2050,RCP_2.6,False,3.24,0.383,ECB_climate_indicators,acute,C24
