vehicle_id,bank_id,fuel_type,annual_fuel_consumption_l,reporting_year,scope1_tco2e_2024,scope1_tco2e_2024_clean,vehicle_type,registration_year,annual_km_2024,annual_electricity_consumption_kwh,emission_factor_source,emissions_g_co2_per_km,annual_km_2022,annual_km_2023,scope1_check,scope1_delta_pct,scope1_recalc,delta_pct,scope1_fuel_path,delta_fuel_path,scope1_tco2e_2024_original
VEH0055,BANK01,electric,0.0,2022,0.0,0.0,suv,2022,14194,2554.9,DEFRA_fleet_average,5,14823,13540,0.07097,0.0422713822741839,0.07097,100.0,0.0,,0.071
VEH0056,BANK01,petrol,1240.7,2023,3.312669,3.312669,executive,2023,16747,0.0,WLTP,199,16451,16705,3.332653,0.5987121971594435,3.332653,0.0009357925559178,2.8660170000000003,15.585497224894327,3.3127
VEH0057,BANK01,hybrid,1662.4,2024,4.438608,4.438608,compact,2024,32129,0.0,DEFRA_fleet_average,105,32354,32014,3.373545,31.570795706000663,3.373545,0.0001802370116755,4.4552320000000005,0.3733138925200847,4.4386
VEH0058,BANK01,diesel,670.6,2024,1.790502,1.790502,van,2024,11254,0.0,DEFRA_fleet_average,154,11975,11461,1.733116,3.311030536905774,1.733116,0.0001117006422819,0.0,,1.7905
VEH0059,BANK01,hybrid,2536.0,2018,6.77112,6.77112,executive,2018,32027,0.0,DEFRA_fleet_average,81,30765,30926,2.594187,161.01048228211766,2.594187,0.0002953729822352,6.796480000000001,0.3734285983332706,6.7711
VEH0060,BANK01,petrol,975.8,2022,2.605386,2.605386,compact,2022,14454,0.0,DEFRA_fleet_average,200,15004,14761,2.8908,9.872699598727,2.8908,0.0005373455131548,2.254098,15.58503667542405,2.6054
VEH0061,BANK01,petrol,1080.4,2023,2.884668,2.884668,executive,2023,15810,0.0,manufacturer_declared,194,17051,16041,3.06714,5.948212341138655,3.06714,0.0011093007938444,2.495724,15.5856977774786,2.8847
VEH0062,BANK01,diesel,1935.4,2024,5.167518,5.167518,compact,2024,31195,0.0,manufacturer_declared,160,33098,30791,4.9912,3.532216701394461,4.9912,0.0003483309143657,0.0,,5.1675
VEH0063,BANK01,diesel,1583.6,2018,4.228212,4.228212,compact,2018,22323,0.0,NEDC,162,20597,21514,3.616326,16.91976884827309,3.616326,0.0002838087129251,0.0,,4.2282
VEH0064,BANK01,diesel,709.3,2019,1.893831,1.893831,van,2019,10197,0.0,NEDC,149,9963,9943,1.519353,24.645161460174165,1.519353,0.0016369204773531,0.0,,1.8938
VEH0065,BANK01,diesel,809.9,2022,2.162433,2.162433,executive,2022,11566,0.0,WLTP,146,12039,11509,1.688636,28.056016808832684,1.688636,0.0015260821309735,0.0,,2.1624
VEH0066,BANK01,diesel,2014.1,2018,5.377647,5.377647,suv,2018,26741,0.0,DEFRA_fleet_average,173,26010,26679,4.626193,16.24244816418166,4.626193,0.000873995834563,0.0,,5.3776
VEH0067,BANK01,diesel,2831.8,2024,7.560906,7.560906,executive,2024,34247,0.0,WLTP,167,36159,34135,5.719249,32.200923582799085,5.719249,7.935563226534525e-05,0.0,,7.5609
VEH0068,BANK01,diesel,701.9,2023,1.874073,1.874073,compact,2023,8468,0.0,DEFRA_fleet_average,131,8396,8630,1.109308,68.94316096160851,1.109308,0.0014406915319352,0.0,,1.8741
VEH0069,BANK01,diesel,1055.1,2022,2.817117,2.817117,van,2022,17485,0.0,NEDC,130,16775,17005,2.27305,23.934801258221327,2.27305,0.0006034574562548,0.0,,2.8171
VEH0070,BANK01,hybrid,1982.4,2020,5.293008,5.293008,sedan,2020,23826,0.0,NEDC,94,22662,23455,2.239644,136.33220279651584,2.239644,0.0001511430190861,5.312832,0.3732849071832136,5.293
VEH0071,BANK01,petrol,1473.1,2021,3.933177,3.933177,compact,2021,29296,0.0,WLTP,200,28530,30312,5.8592,32.87138175860186,5.8592,0.0005847655852654,3.402861,15.585091486252308,3.9332
VEH0072,BANK01,diesel,1777.3,2018,4.745391,4.745391,sedan,2018,26898,0.0,NEDC,144,27771,27669,3.873312,22.515304731454638,3.873312,0.0001896573523911,0.0,,4.7454
VEH0073,BANK01,hybrid,1748.8,2024,4.669296,4.669296,compact,2024,21129,0.0,WLTP,91,19919,22002,1.922739,142.84627294708224,1.922739,8.566594563791003e-05,4.686784,0.3730489819885128,4.6693
VEH0074,BANK01,electric,0.0,2021,0.0,0.0,compact,2021,31579,5684.2,NEDC,3,31053,31571,0.094737,0.0390554904630665,0.094737,100.0,0.0,,0.0947
VEH0075,BANK01,diesel,1329.9,2019,3.550833,3.550833,van,2019,26420,0.0,NEDC,132,24760,26709,3.48744,1.81680545041636,3.48744,0.0009293680297321,0.0,,3.5508
VEH0076,BANK01,petrol,1718.8,2020,4.589196,4.589196,compact,2020,27205,0.0,manufacturer_declared,181,28977,26210,4.924105,6.801337501941977,4.924105,8.716116097949388e-05,3.970428,15.584516329221934,4.5892
VEH0077,BANK01,diesel,751.7,2022,2.007039,2.007039,van,2022,10032,0.0,manufacturer_declared,153,10581,10532,1.534896,30.75804484473216,1.534896,0.0019431988041693,0.0,,2.007
VEH0078,BANK01,petrol,1678.5,2019,4.481595,4.481595,compact,2019,24425,0.0,manufacturer_declared,177,25153,23632,4.323225,3.6633531680632023,4.323225,0.0001115672973895,3.877335,15.58454453896814,4.4816
VEH0079,BANK01,diesel,1725.8,2023,4.607886,4.607886,sedan,2023,22127,0.0,manufacturer_declared,130,21761,21262,2.87651,60.19064769460213,2.87651,0.0003038260378953,0.0,,4.6079
VEH0080,BANK01,diesel,970.0,2024,2.5899,2.5899,executive,2024,13576,0.0,WLTP,168,13641,14046,2.280768,13.553855543395906,2.280768,0.0,0.0,,2.5899
VEH0081,BANK01,hybrid,1769.5,2018,4.724565,4.724565,van,2018,33726,0.0,DEFRA_fleet_average,100,31549,35132,3.3726,40.087766115163376,3.3726,0.0007408034542514,4.74226,0.3723962836284858,4.7246
VEH0082,BANK01,hybrid,875.0,2018,2.33625,2.33625,executive,2018,14624,0.0,NEDC,89,14314,13776,1.301536,79.50329456887862,1.301536,0.0021401361126517,2.345,0.3710021321961685,2.3363
VEH0083,BANK01,hybrid,1117.6,2022,2.983992,2.983992,sedan,2022,14356,0.0,DEFRA_fleet_average,88,14581,14169,1.263328,136.20152486131866,1.263328,0.0002680965147381,2.995168,0.3728672314875181,2.984
VEH0084,BANK01,electric,0.0,2018,0.0,0.0,sedan,2018,10588,1905.8,NEDC,1,9833,10281,0.010588,0.1133358519078188,0.010588,100.0,0.0,,0.0106
VEH0085,BANK01,hybrid,1480.1,2020,3.951867,3.951867,van,2020,21123,0.0,manufacturer_declared,88,20080,21880,1.858824,112.60216136654142,1.858824,0.0008350413725087,3.966668,0.3723023958647437,3.9519
VEH0086,BANK01,diesel,694.6,2020,1.854582,1.854582,van,2020,12372,0.0,WLTP,153,12199,13048,1.892916,2.024178568938084,1.892916,0.0009705596894248,0.0,,1.8546
VEH0087,BANK01,diesel,1880.5,2021,5.020935,5.020935,executive,2021,21502,0.0,NEDC,142,22792,21883,3.053284,64.44261326493049,3.053284,0.0006970861797598,0.0,,5.0209
VEH0088,BANK01,diesel,1624.7,2021,4.337949,4.337949,sedan,2021,18399,0.0,WLTP,143,17370,18398,2.631057,64.87290089116276,2.631057,0.0011295788284594,0.0,,4.3379
VEH0089,BANK01,hybrid,1870.4,2023,4.993968,4.993968,sedan,2023,31351,0.0,WLTP,100,30590,31124,3.1351,59.29316449236068,3.1351,0.0006407689227078,5.012672,0.372495946273773,4.994
VEH0090,BANK01,diesel,1982.5,2023,5.293275,5.293275,suv,2023,22156,0.0,NEDC,169,21276,22053,3.744364,41.3671320416498,3.744364,0.0004722951655855,0.0,,5.2933
VEH0091,BANK01,hybrid,1504.3,2021,4.016481,4.016481,executive,2021,19645,0.0,NEDC,102,19898,18733,2.00379,100.44515642856786,2.00379,0.0004730486742186,4.031524,0.3726630425615814,4.0165
VEH0092,BANK01,diesel,1454.2,2018,3.882714,3.882714,compact,2018,18715,0.0,NEDC,139,19766,17668,2.601385,49.25510833652073,2.601385,0.0003605738274958,0.0,,3.8827
VEH0093,BANK01,petrol,2115.7,2019,5.648919,5.648919,compact,2019,34942,0.0,NEDC,147,33760,33169,5.136474,9.97622104190541,5.136474,0.0003363486696523,4.887267,15.584026819079064,5.6489
VEH0094,BANK01,diesel,1260.4,2022,3.365268,3.365268,suv,2022,21792,0.0,WLTP,160,21479,22830,3.48672,3.482355910425847,3.48672,0.0009508810507245,0.0,,3.3653
VEH0095,BANK01,hybrid,1055.1,2022,2.817117,2.817117,compact,2022,12501,0.0,manufacturer_declared,109,11718,13124,1.362609,106.74309358003651,1.362609,0.0006034574562548,2.827668,0.3737355304795376,2.8171
VEH0096,BANK01,hybrid,1035.5,2021,2.764785,2.764785,compact,2021,14266,0.0,NEDC,110,13905,13916,1.56926,76.18495341753437,1.56926,0.0005425347222338,2.7751400000000004,0.3725938150868149,2.7648
VEH0097,BANK01,hybrid,652.7,2024,1.742709,1.742709,compact,2024,12296,0.0,manufacturer_declared,82,11562,12800,1.008272,72.84026532522968,1.008272,0.0005164400068943,1.7492360000000002,0.3736488386930247,1.7427
VEH0098,BANK01,hybrid,1591.5,2024,4.249305,4.249305,suv,2024,31602,0.0,manufacturer_declared,105,30320,32224,3.31821,28.06000825746411,3.31821,0.0001176664391737,4.26522,0.3732515556055813,4.2493
VEH0099,BANK01,petrol,1031.1,2024,2.753037,2.753037,sedan,2024,12214,0.0,manufacturer_declared,150,11835,12667,1.8321,50.26472354129141,1.8321,0.001343988376311,2.381841,15.582862164183084,2.753
VEH0100,BANK01,diesel,1389.8,2023,3.710766,3.710766,van,2023,16978,0.0,DEFRA_fleet_average,170,18106,17573,2.88626,28.56776589773616,2.88626,0.0009162444755812,0.0,,3.7108
VEH0101,BANK01,diesel,1114.2,2019,2.974914,2.974914,suv,2019,21666,0.0,DEFRA_fleet_average,147,22657,22409,3.184902,6.593672269978801,3.184902,0.0004706040539238,0.0,,2.9749
VEH0102,BANK01,diesel,1985.6,2022,5.301552,5.301552,suv,2022,33951,0.0,NEDC,170,32607,33455,5.77167,8.144436532234183,5.77167,0.0009053870529576,0.0,,5.3016
VEH0103,BANK01,petrol,781.7,2021,2.087139,2.087139,suv,2021,14180,0.0,WLTP,149,15240,13360,2.11282,1.2173303925559291,2.11282,0.0018686215322755,1.805727,15.58225578949641,2.0871
VEH0104,BANK01,diesel,1095.6,2023,2.925252,2.925252,sedan,2023,15701,0.0,WLTP,130,14803,15693,2.04113,43.31767207380226,2.04113,0.0016408573479659,0.0,,2.9253
VEH0105,BANK01,diesel,532.2,2019,1.420974,1.420974,van,2019,10147,0.0,NEDC,148,10714,10554,1.501756,5.377438145744052,1.501756,0.0018296973962055,0.0,,1.421
VEH0106,BANK01,hybrid,1184.5,2021,3.162615,3.162615,sedan,2021,19354,0.0,manufacturer_declared,89,18050,19084,1.722506,83.60458541218432,1.722506,0.0004742933029886,3.17446,0.3736068496689195,3.1626
VEH0107,BANK01,diesel,839.1,2022,2.240397,2.240397,suv,2022,16085,0.0,NEDC,177,15352,15855,2.847045,21.30788238331322,2.847045,0.000133904659881,0.0,,2.2404
VEH0108,BANK01,petrol,535.0,2020,1.42845,1.42845,suv,2020,8800,0.0,manufacturer_declared,190,9080,8714,1.672,14.569377990430624,1.672,0.0035004200504134,1.23585,15.580369785977243,1.4284
VEH0109,BANK01,diesel,452.0,2021,1.20684,1.20684,compact,2021,8394,0.0,DEFRA_fleet_average,169,8958,7970,1.418586,14.92937333372808,1.418586,0.0033145508783408,0.0,,1.2068
VEH0110,BANK01,petrol,2455.3,2019,6.555651,6.555651,suv,2019,30592,0.0,DEFRA_fleet_average,161,31264,30742,4.925312,33.10222783856129,4.925312,0.0007474411580722,5.671743,15.58527951636736,6.5557
VEH0111,BANK01,petrol,1344.0,2020,3.58848,3.58848,van,2020,22292,0.0,DEFRA_fleet_average,154,21909,22271,3.432968,4.530540337107715,3.432968,0.0005573359342256,3.10464,15.585059781488352,3.5885
VEH0112,BANK01,diesel,1482.0,2020,3.95694,3.95694,suv,2020,23591,0.0,NEDC,152,24518,23082,3.585832,10.348170243335444,3.585832,0.0010108923652308,0.0,,3.9569
VEH0113,BANK01,petrol,932.2,2021,2.488974,2.488974,compact,2021,13889,0.0,NEDC,169,14036,14458,2.347241,6.039388371283561,2.347241,0.0010445962233861,2.153382,15.585622987468073,2.489
VEH0114,BANK01,diesel,2897.5,2023,7.736325,7.736325,executive,2023,34169,0.0,NEDC,143,32871,35525,4.886167,58.330650589715816,4.886167,0.0003231518943156,0.0,,7.7363
VEH0115,BANK01,petrol,657.0,2020,1.75419,1.75419,sedan,2020,12549,0.0,manufacturer_declared,185,13170,12710,2.321565,24.438902206054973,2.321565,0.0005700604264089,1.51767,15.585074489184072,1.7542
VEH0116,BANK01,petrol,1501.3,2022,4.008471,4.008471,suv,2022,28859,0.0,WLTP,156,30202,28421,4.502004,10.961873867726474,4.502004,0.0007234626418763,3.468003,15.585251800531886,4.0085
VEH0117,BANK01,diesel,1607.6,2022,4.292292,4.292292,van,2022,28087,0.0,WLTP,164,29548,26579,4.606268,6.81610362228164,4.606268,0.0001863802623355,0.0,,4.2923
VEH0118,BANK01,diesel,2588.9,2018,6.912363,6.912363,executive,2018,31096,0.0,manufacturer_declared,143,33421,30612,4.446728,55.44913023688428,4.446728,0.0005352699496534,0.0,,6.9124
VEH0119,BANK01,petrol,1683.4,2023,4.494678,4.494678,sedan,2023,22743,0.0,WLTP,142,23834,23134,3.229506,39.1760845157123,3.229506,0.0004894653703144,3.888654,15.584981332872497,4.4947
VEH0120,BANK01,diesel,1820.9,2020,4.861803,4.861803,van,2020,26591,0.0,DEFRA_fleet_average,145,27156,26291,3.855695,26.093998617629243,3.855695,6.170554116622103e-05,0.0,,4.8618
VEH0121,BANK01,electric,0.0,2021,0.0,0.0,sedan,2021,33879,6098.2,DEFRA_fleet_average,2,32513,33667,0.067758,0.0619853006287085,0.067758,100.0,0.0,,0.0678
VEH0122,BANK01,electric,0.0,2022,0.0,0.0,van,2022,20831,3749.6,WLTP,1,19774,20919,0.020831,0.1488166674667552,0.020831,100.0,0.0,,0.0208
VEH0123,BANK01,diesel,1208.9,2020,3.227763,3.227763,compact,2020,14212,0.0,NEDC,146,14105,14131,2.074952,55.56022500761462,2.074952,0.0011462915917913,0.0,,3.2278
VEH0124,BANK01,diesel,2660.5,2024,7.103535,7.103535,executive,2024,32534,0.0,WLTP,140,31398,32656,4.55476,55.957723348760425,4.55476,0.0004927148588662,0.0,,7.1035
VEH0125,BANK01,petrol,1719.6,2023,4.591332,4.591332,sedan,2023,32908,0.0,WLTP,150,31024,33975,4.9362,6.987156111988979,4.9362,0.0006969703569802,3.972276,15.583610000916362,4.5913
VEH0126,BANK01,petrol,1320.6,2019,3.526002,3.526002,executive,2019,21040,0.0,WLTP,196,20592,20680,4.12384,14.497167688368137,4.12384,5.672149745546104e-05,3.050586,15.584350023241443,3.526
VEH0127,BANK01,petrol,1735.6,2020,4.634052,4.634052,executive,2020,22615,0.0,manufacturer_declared,180,23402,21447,4.0707,13.840371434888338,4.0707,0.0010357998316931,4.009236,15.585612819998635,4.6341
VEH0128,BANK01,diesel,1326.0,2019,3.54042,3.54042,van,2019,25708,0.0,WLTP,142,27217,24952,3.650536,3.016981615850379,3.650536,0.0005649079200127,0.0,,3.5404
VEH0129,BANK01,diesel,1946.0,2023,5.19582,5.19582,suv,2023,21860,0.0,manufacturer_declared,172,22386,21670,3.75992,38.18911040660439,3.75992,0.0003849262866186,0.0,,5.1958
VEH0130,BANK01,diesel,1447.3,2020,3.864291,3.864291,compact,2020,23592,0.0,WLTP,171,23814,24469,4.034232,4.212251551224624,4.034232,0.0002329011722673,0.0,,3.8643
VEH0131,BANK01,diesel,1988.9,2021,5.310363,5.310363,van,2021,26112,0.0,WLTP,140,25877,24851,3.65568,45.264355742296914,3.65568,0.0006967460078307,0.0,,5.3104
VEH0132,BANK01,diesel,1184.7,2019,3.163149,3.163149,suv,2019,15097,0.0,DEFRA_fleet_average,170,15551,15469,2.56649,23.246145513912,2.56649,0.0015491132117286,0.0,,3.1631
VEH0133,BANK01,hybrid,2533.2,2024,6.763644,6.763644,compact,2024,29959,0.0,manufacturer_declared,100,28971,31259,2.9959,125.7618745619013,2.9959,0.0006505411319405,6.788976,0.3737824378816425,6.7636
