counterparty_id,bank_id,nace_code,legal_name,country,annual_revenue_meur,evic_meur,ppp_adjusted_gdp_meur,national_scope1_tco2e,national_scope2_tco2e,national_scope3_tco2e,data_source_type,transition_risk_score,nace_description,sector_carbon_tier,country_name,is_listed,sme_flag,onboarded_date,sbti_target_flag
CP00012,BANK01,F42,Civil NL Group 12,NL,16.3,41.0,,,,,estimated_economic,2.3,Civil engineering,medium,Netherlands,False,True,2016-10-31,True
CP00013,BANK01,C27,Manufacture FR Group 13,FR,2993.5,7300.2,,,,,cdp_disclosure,5.37,Manufacture of electrical equipment,medium,France,True,False,2018-08-21,False
CP00014,BANK01,G47,Retail IE Group 14,IE,24.4,30.7,,,,,estimated_economic,4.23,Retail trade,low,Ireland,False,True,2018-07-16,False
CP00015,BANK01,C13,Manufacture DE Group 15,DE,2750.5,6108.7,,,,,proxy_model,8.34,Manufacture of textiles,medium,Germany,False,False,2017-05-20,False
CP00016,BANK01,F42,Civil IT Group 16,IT,2777.4,5626.8,,,,,estimated_economic,0.73,Civil engineering,medium,Italy,True,False,2017-10-07,False
CP00017,BANK01,H52,Warehousing NL Group 17,NL,873.1,1721.0,,,,,proxy_model,6.1,Warehousing and support transport,medium,Netherlands,False,False,2019-01-22,False
CP00018,BANK01,C20,Manufacture PL Group 18,PL,169.3,230.9,,,,,audited_report,8.0,Manufacture of chemicals,high,Poland,False,False,2015-07-12,False
CP00019,BANK01,J62,Computer FR Group 19,FR,15.1,36.6,,,,,proxy_model,4.77,Computer programming & IT services,low,France,False,True,2021-09-08,False
CP00020,BANK01,B05,Mining IT Group 20,IT,4879.4,10502.4,,,,,estimated_economic,7.12,Mining of coal and lignite,high,Italy,False,False,2024-08-26,False
CP00021,BANK01,M71,Architectural BE Group 21,BE,11.1,31.0,,,,,estimated_economic,2.05,Architectural & engineering activities,low,Belgium,False,True,2023-06-03,False
CP00022,BANK01,C24,Manufacture BE Group 22,BE,10.8,21.4,,,,,estimated_economic,5.41,Manufacture of basic metals (steel),high,Belgium,False,True,2020-02-02,False
CP00023,BANK01,A01,Crop AT Group 23,AT,722.8,2131.8,,,,,proxy_model,2.8,Crop and animal production,high,Austria,False,False,2020-09-10,False
CP00024,BANK01,L68,Real FI Group 24,FI,39.4,92.6,,,,,proxy_model,2.17,Real estate activities,low,Finland,False,True,2021-10-30,False
CP00025,BANK01,C19,Manufacture IT Group 25,IT,15.3,44.6,,,,,proxy_model,6.03,Manufacture of coke and refined petroleum,high,Italy,False,True,2020-12-12,False
CP00026,BANK01,L68,Real NL Group 26,NL,146.5,205.3,,,,,estimated_economic,5.14,Real estate activities,low,Netherlands,False,False,2019-01-26,False
CP00027,BANK01,J63,Information PT Group 27,PT,41.9,54.6,,,,,proxy_model,2.61,Information service activities,low,Portugal,False,True,2024-11-05,False
CP00028,BANK01,E36,Water DE Group 28,DE,786.5,2099.0,,,,,proxy_model,2.59,"Water collection, treatment, supply",medium,Germany,False,False,2020-12-21,False
CP00029,BANK01,I55,Accommodation DE Group 29,DE,133.6,292.5,,,,,estimated_economic,0.04,Accommodation (hotels),medium,Germany,False,False,2017-12-21,False
CP00030,BANK01,C29,Manufacture NL Group 30,NL,3918.2,11253.2,,,,,estimated_economic,7.06,Manufacture of motor vehicles,medium,Netherlands,False,False,2022-09-26,False
CP00031,BANK01,C19,Manufacture IT Group 31,IT,4846.7,11485.6,,,,,proxy_model,1.69,Manufacture of coke and refined petroleum,high,Italy,True,False,2020-10-20,True
CP00032,BANK01,C25,Manufacture FR Group 32,FR,7.8,9.7,,,,,estimated_economic,4.09,Manufacture of fabricated metal,medium,France,False,True,2021-03-18,False
CP00033,BANK01,C23,Manufacture FR Group 33,FR,8.2,19.2,,,,,estimated_economic,5.41,"Manufacture of cement, lime and plaster",high,France,False,True,2017-07-26,False
CP00034,BANK01,B05,Mining DE Group 34,DE,49.1,104.4,,,,,proxy_model,5.67,Mining of coal and lignite,high,Germany,False,True,2018-02-14,False
CP00035,BANK01,F43,Specialised FR Group 35,FR,12.5,36.0,,,,,proxy_model,0.68,Specialised construction,medium,France,False,True,2021-05-27,False
CP00036,BANK01,E36,Water FR Group 36,FR,131.5,254.2,,,,,cdp_disclosure,3.79,"Water collection, treatment, supply",medium,France,False,False,2016-01-22,False
CP00037,BANK01,B06,Extraction ES Group 37,ES,93.5,190.8,,,,,proxy_model,5.62,Extraction of crude petroleum and natural gas,high,Spain,False,False,2023-03-06,False
CP00038,BANK01,B05,Mining BE Group 38,BE,435.1,569.6,,,,,estimated_economic,4.42,Mining of coal and lignite,high,Belgium,False,False,2023-12-24,False
CP00039,BANK01,J62,Computer FR Group 39,FR,18.6,37.3,,,,,estimated_economic,8.12,Computer programming & IT services,low,France,False,True,2019-09-25,False
CP00040,BANK01,C19,Manufacture ES Group 40,ES,2106.0,2813.0,,,,,estimated_economic,3.56,Manufacture of coke and refined petroleum,high,Spain,False,False,2024-08-07,False
CP00041,BANK01,C30,Manufacture DE Group 41,DE,4987.1,13489.4,,,,,cdp_disclosure,8.62,Manufacture of other transport equipment,medium,Germany,False,False,2023-06-14,False
CP00042,BANK01,J58,Publishing FR Group 42,FR,143.5,227.4,,,,,cdp_disclosure,2.93,Publishing activities,low,France,False,False,2019-07-01,False
CP00043,BANK01,K65,Insurance FR Group 43,FR,5.1,9.7,,,,,estimated_economic,2.51,Insurance,low,France,False,True,2023-10-17,False
CP00044,BANK01,I56,Food FR Group 44,FR,616.3,1549.9,,,,,estimated_economic,5.17,Food and beverage service,medium,France,False,False,2022-06-04,False
CP00045,BANK01,H50,Water FR Group 45,FR,38.9,114.5,,,,,proxy_model,7.5,Water transport,medium,France,False,True,2021-06-30,False
CP00046,BANK01,H52,Warehousing DE Group 46,DE,43.7,56.4,,,,,estimated_economic,4.15,Warehousing and support transport,medium,Germany,False,True,2020-05-06,False
CP00047,BANK01,C28,Manufacture PT Group 47,PT,14.9,43.6,,,,,estimated_economic,5.13,Manufacture of machinery,medium,Portugal,False,True,2015-11-25,False
CP00048,BANK01,J58,Publishing DE Group 48,DE,8.0,22.0,,,,,estimated_economic,3.63,Publishing activities,low,Germany,False,True,2019-07-12,False
CP00049,BANK01,B07,Mining FI Group 49,FI,27.5,62.4,,,,,estimated_economic,4.76,Mining of metal ores,high,Finland,False,True,2021-12-11,False
CP00050,BANK01,B06,Extraction BE Group 50,BE,248.7,440.1,,,,,estimated_economic,6.1,Extraction of crude petroleum and natural gas,high,Belgium,True,False,2022-07-06,False
CP00051,BANK01,H50,Water FR Group 51,FR,77.2,186.0,,,,,estimated_economic,2.69,Water transport,medium,France,False,False,2018-05-13,False
CP00052,BANK01,C27,Manufacture LU Group 52,LU,3215.2,3912.2,,,,,cdp_disclosure,4.37,Manufacture of electrical equipment,medium,Luxembourg,False,False,2021-04-25,False
CP00053,BANK01,Q87,Residential DE Group 53,DE,21.9,36.7,,,,,cdp_disclosure,8.76,Residential care activities,low,Germany,False,True,2018-11-30,False
CP00054,BANK01,J63,Information FI Group 54,FI,64.4,95.6,,,,,proxy_model,4.19,Information service activities,low,Finland,False,False,2024-05-08,False
CP00055,BANK01,C30,Manufacture IT Group 55,IT,4482.9,11892.1,,,,,estimated_economic,5.25,Manufacture of other transport equipment,medium,Italy,False,False,2022-06-28,False
CP00056,BANK01,G45,Wholesale IT Group 56,IT,490.0,1416.1,,,,,estimated_economic,4.33,Wholesale & retail trade of motor vehicles,low,Italy,True,False,2016-04-17,False
CP00057,BANK01,K64,Financial AT Group 57,AT,14.7,25.1,,,,,estimated_economic,6.79,Financial services,low,Austria,False,True,2017-05-12,False
CP00058,BANK01,H50,Water FR Group 58,FR,400.6,671.1,,,,,estimated_economic,5.17,Water transport,medium,France,True,False,2024-06-27,False
CP00059,BANK01,B05,Mining BE Group 59,BE,1541.9,1972.6,,,,,cdp_disclosure,6.09,Mining of coal and lignite,high,Belgium,True,False,2016-06-19,False
CP00060,BANK01,F42,Civil FR Group 60,FR,838.9,1839.7,,,,,proxy_model,0.75,Civil engineering,medium,France,True,False,2015-02-09,False
CP00061,BANK01,B07,Mining LU Group 61,LU,593.0,870.7,,,,,estimated_economic,7.7,Mining of metal ores,high,Luxembourg,True,False,2019-02-21,False
CP00062,BANK01,E38,Waste FR Group 62,FR,12.1,21.2,,,,,estimated_economic,6.06,Waste management,medium,France,False,True,2023-12-05,False
CP00063,BANK01,P85,Education DE Group 63,DE,59.4,144.2,,,,,proxy_model,3.58,Education,low,Germany,False,False,2022-06-24,False
CP00064,BANK01,B07,Mining IE Group 64,IE,2251.1,4348.0,,,,,cdp_disclosure,7.27,Mining of metal ores,high,Ireland,False,False,2016-09-25,False
CP00065,BANK01,M70,Management FR Group 65,FR,15.4,40.7,,,,,proxy_model,1.91,Management consultancy,low,France,False,True,2016-12-26,False
CP00066,BANK01,J63,Information DE Group 66,DE,812.3,1460.5,,,,,estimated_economic,5.82,Information service activities,low,Germany,False,False,2023-12-30,False
CP00067,BANK01,F43,Specialised AT Group 67,AT,27.8,41.3,,,,,proxy_model,2.21,Specialised construction,medium,Austria,False,True,2022-11-12,False
CP00068,BANK01,B07,Mining FI Group 68,FI,1887.0,3019.9,,,,,estimated_economic,6.96,Mining of metal ores,high,Finland,False,False,2020-02-29,False
CP00069,BANK01,C10,Manufacture PT Group 69,PT,2060.5,3299.4,,,,,cdp_disclosure,4.03,Manufacture of food products,medium,Portugal,False,False,2019-06-21,False
CP00070,BANK01,H51,Air FI Group 70,FI,3987.2,6787.9,,,,,estimated_economic,3.62,Air transport,high,Finland,False,False,2019-06-26,False
CP00071,BANK01,F43,Specialised PT Group 71,PT,49.4,61.7,,,,,audited_report,5.62,Specialised construction,medium,Portugal,False,True,2024-11-01,False
CP00072,BANK01,P85,Education FR Group 72,FR,3869.0,6491.6,,,,,cdp_disclosure,4.85,Education,low,France,True,False,2019-11-15,True
CP00073,BANK01,C10,Manufacture IE Group 73,IE,102.1,303.4,,,,,estimated_economic,4.44,Manufacture of food products,medium,Ireland,False,False,2016-04-18,False
CP00074,BANK01,C13,Manufacture NL Group 74,NL,29.1,72.0,,,,,estimated_economic,3.78,Manufacture of textiles,medium,Netherlands,False,True,2015-01-07,False
CP00075,BANK01,C29,Manufacture IE Group 75,IE,576.2,1666.6,,,,,proxy_model,0.37,Manufacture of motor vehicles,medium,Ireland,False,False,2017-03-18,True
CP00076,BANK01,C11,Manufacture DE Group 76,DE,492.8,884.3,,,,,proxy_model,3.97,Manufacture of beverages,medium,Germany,True,False,2024-07-05,False
CP00077,BANK01,B07,Mining FI Group 77,FI,166.5,399.7,,,,,estimated_economic,6.49,Mining of metal ores,high,Finland,False,False,2018-08-29,False
CP00078,BANK01,C13,Manufacture IT Group 78,IT,12.1,23.7,,,,,proxy_model,4.65,Manufacture of textiles,medium,Italy,False,True,2019-04-02,False
CP00079,BANK01,F43,Specialised FI Group 79,FI,352.0,613.1,,,,,estimated_economic,4.34,Specialised construction,medium,Finland,False,False,2015-01-02,False
CP00080,BANK01,H51,Air FR Group 80,FR,1141.0,2615.2,,,,,estimated_economic,2.52,Air transport,high,France,True,False,2019-12-15,True
CP00081,BANK01,C25,Manufacture FR Group 81,FR,131.7,371.7,,,,,proxy_model,4.02,Manufacture of fabricated metal,medium,France,False,False,2023-12-05,False
CP00082,BANK01,H52,Warehousing BE Group 82,BE,35.6,85.3,,,,,estimated_economic,5.07,Warehousing and support transport,medium,Belgium,False,True,2021-12-11,False
CP00083,BANK01,C10,Manufacture PT Group 83,PT,898.3,2165.8,,,,,estimated_economic,5.09,Manufacture of food products,medium,Portugal,True,False,2017-03-26,False
CP00084,BANK01,B08,Other DE Group 84,DE,4485.5,10318.0,,,,,cdp_disclosure,5.28,Other mining and quarrying,high,Germany,False,False,2020-02-09,False
CP00085,BANK01,C22,Manufacture BE Group 85,BE,19.2,47.1,,,,,estimated_economic,5.8,Manufacture of rubber and plastic,medium,Belgium,False,True,2020-07-17,False
CP00086,BANK01,C13,Manufacture FR Group 86,FR,579.3,1626.0,,,,,estimated_economic,2.53,Manufacture of textiles,medium,France,False,False,2024-12-05,False
CP00087,BANK01,B07,Mining IT Group 87,IT,16.9,49.4,,,,,estimated_economic,8.93,Mining of metal ores,high,Italy,False,True,2020-10-22,False
CP00088,BANK01,C27,Manufacture NL Group 88,NL,2834.1,4020.0,,,,,proxy_model,4.31,Manufacture of electrical equipment,medium,Netherlands,True,False,2020-03-18,False
CP00089,BANK01,F43,Specialised PL Group 89,PL,306.4,891.6,,,,,estimated_economic,3.95,Specialised construction,medium,Poland,False,False,2021-11-14,True
CP00090,BANK01,G45,Wholesale FI Group 90,FI,95.5,270.5,,,,,proxy_model,6.89,Wholesale & retail trade of motor vehicles,low,Finland,False,False,2020-01-01,False
CP00091,BANK02,K64,Financial AT Group 91,AT,133.1,221.8,,,,,estimated_economic,2.03,Financial services,low,Austria,False,False,2017-10-09,False
CP00092,BANK02,G47,Retail FR Group 92,FR,1079.0,2236.0,,,,,estimated_economic,2.41,Retail trade,low,France,True,False,2019-12-07,True
CP00093,BANK02,B06,Extraction IT Group 93,IT,32.7,58.1,,,,,estimated_economic,8.27,Extraction of crude petroleum and natural gas,high,Italy,False,True,2021-01-21,False
CP00094,BANK02,B06,Extraction FR Group 94,FR,70.6,104.1,,,,,estimated_economic,5.75,Extraction of crude petroleum and natural gas,high,France,False,False,2017-05-26,False
CP00095,BANK02,B05,Mining IT Group 95,IT,212.7,414.4,,,,,cdp_disclosure,7.35,Mining of coal and lignite,high,Italy,True,False,2019-09-17,False
CP00096,BANK02,C13,Manufacture IE Group 96,IE,3452.9,4264.9,,,,,cdp_disclosure,2.87,Manufacture of textiles,medium,Ireland,False,False,2021-06-16,False
CP00097,BANK02,C13,Manufacture DE Group 97,DE,56.9,145.5,,,,,audited_report,1.61,Manufacture of textiles,medium,Germany,False,False,2024-07-27,False
CP00098,BANK02,K64,Financial PT Group 98,PT,206.4,520.6,,,,,cdp_disclosure,4.54,Financial services,low,Portugal,False,False,2017-06-22,False
CP00099,BANK02,C28,Manufacture FR Group 99,FR,143.5,272.6,,,,,estimated_economic,5.1,Manufacture of machinery,medium,France,False,False,2022-07-02,False
CP00100,BANK02,F43,Specialised IT Group 100,IT,15.7,32.0,,,,,proxy_model,1.57,Specialised construction,medium,Italy,False,True,2016-06-06,False
CP00101,BANK02,Q86,Human NL Group 101,NL,2635.0,5969.3,,,,,estimated_economic,7.23,Human health activities,low,Netherlands,False,False,2015-12-10,False
CP00102,BANK02,F42,Civil DE Group 102,DE,121.6,156.9,,,,,cdp_disclosure,6.64,Civil engineering,medium,Germany,False,False,2019-04-02,False
CP00103,BANK02,H51,Air ES Group 103,ES,51.6,143.6,,,,,estimated_economic,3.94,Air transport,high,Spain,False,False,2018-02-13,False
CP00104,BANK02,H52,Warehousing PT Group 104,PT,28.6,38.5,,,,,proxy_model,6.17,Warehousing and support transport,medium,Portugal,False,True,2015-03-21,False
CP00105,BANK02,H52,Warehousing DE Group 105,DE,3595.5,5765.7,,,,,proxy_model,4.16,Warehousing and support transport,medium,Germany,True,False,2022-04-23,False
CP00106,BANK02,A02,Forestry DE Group 106,DE,27.7,75.1,,,,,estimated_economic,4.09,Forestry and logging,high,Germany,False,True,2021-12-19,False
CP00107,BANK02,C17,Manufacture DE Group 107,DE,510.9,1131.7,,,,,audited_report,5.04,Manufacture of paper and paper products,high,Germany,True,False,2022-11-05,False
CP00108,BANK02,C24,Manufacture IT Group 108,IT,329.4,966.7,,,,,audited_report,6.81,Manufacture of basic metals (steel),high,Italy,False,False,2023-09-21,False
CP00109,BANK02,G45,Wholesale PL Group 109,PL,10.6,13.2,,,,,cdp_disclosure,3.73,Wholesale & retail trade of motor vehicles,low,Poland,False,True,2018-07-01,False
CP00110,BANK02,E36,Water LU Group 110,LU,67.0,193.9,,,,,audited_report,2.95,"Water collection, treatment, supply",medium,Luxembourg,False,False,2017-03-23,False
CP00111,BANK02,B06,Extraction BE Group 111,BE,381.7,528.1,,,,,estimated_economic,7.35,Extraction of crude petroleum and natural gas,high,Belgium,False,False,2024-07-14,True
CP00112,BANK02,H49,Land IE Group 112,IE,1226.5,2721.2,,,,,proxy_model,3.9,Land transport (road & rail),medium,Ireland,True,False,2020-12-22,False
CP00113,BANK02,C22,Manufacture IT Group 113,IT,165.2,299.7,,,,,cdp_disclosure,5.31,Manufacture of rubber and plastic,medium,Italy,False,False,2024-07-11,False
CP00114,BANK02,C22,Manufacture ES Group 114,ES,100.1,185.4,,,,,cdp_disclosure,6.51,Manufacture of rubber and plastic,medium,Spain,False,False,2024-12-30,False
CP00115,BANK02,G46,Wholesale BE Group 115,BE,101.5,255.9,,,,,estimated_economic,2.44,Wholesale trade,low,Belgium,False,False,2022-04-18,False
CP00116,BANK02,C24,Manufacture IE Group 116,IE,206.3,427.1,,,,,proxy_model,2.63,Manufacture of basic metals (steel),high,Ireland,True,False,2023-03-14,True
CP00117,BANK02,E38,Waste IT Group 117,IT,27.3,78.7,,,,,audited_report,7.79,Waste management,medium,Italy,False,True,2018-02-16,False
CP00118,BANK02,J63,Information FR Group 118,FR,124.2,285.5,,,,,estimated_economic,2.61,Information service activities,low,France,False,False,2019-04-02,False
CP00119,BANK02,C10,Manufacture ES Group 119,ES,47.3,98.3,,,,,estimated_economic,4.43,Manufacture of food products,medium,Spain,False,True,2018-12-24,False
CP00120,BANK02,I56,Food IT Group 120,IT,2192.6,5398.5,,,,,proxy_model,3.15,Food and beverage service,medium,Italy,True,False,2015-02-11,False
CP00121,BANK02,C29,Manufacture FR Group 121,FR,26.6,51.4,,,,,estimated_economic,3.18,Manufacture of motor vehicles,medium,France,False,True,2021-03-24,False
CP00122,BANK02,H52,Warehousing BE Group 122,BE,434.2,904.6,,,,,proxy_model,0.79,Warehousing and support transport,medium,Belgium,False,False,2016-01-17,False
CP00123,BANK02,D35,"Electricity, IT Group 123",IT,26.9,64.4,,,,,audited_report,6.37,"Electricity, gas, steam supply",high,Italy,False,True,2019-02-20,False
CP00124,BANK02,C27,Manufacture NL Group 124,NL,94.7,240.8,,,,,estimated_economic,3.02,Manufacture of electrical equipment,medium,Netherlands,False,False,2018-09-16,False
CP00125,BANK02,C10,Manufacture ES Group 125,ES,41.7,67.3,,,,,estimated_economic,4.08,Manufacture of food products,medium,Spain,False,True,2023-02-02,False
CP00126,BANK02,C19,Manufacture DE Group 126,DE,203.0,522.1,,,,,proxy_model,7.57,Manufacture of coke and refined petroleum,high,Germany,True,False,2017-06-05,False
CP00127,BANK02,H52,Warehousing FR Group 127,FR,294.3,755.9,,,,,estimated_economic,2.03,Warehousing and support transport,medium,France,False,False,2016-02-16,False
CP00128,BANK02,G46,Wholesale IT Group 128,IT,60.6,105.7,,,,,cdp_disclosure,3.83,Wholesale trade,low,Italy,False,False,2022-12-10,False
CP00129,BANK02,C30,Manufacture FR Group 129,FR,4196.5,9215.7,,,,,estimated_economic,5.17,Manufacture of other transport equipment,medium,France,False,False,2016-06-01,False
CP00130,BANK02,F42,Civil AT Group 130,AT,10.2,12.5,,,,,cdp_disclosure,6.12,Civil engineering,medium,Austria,False,True,2018-03-10,False
CP00131,BANK02,C27,Manufacture ES Group 131,ES,17.9,23.1,,,,,audited_report,3.81,Manufacture of electrical equipment,medium,Spain,False,True,2024-08-30,False
CP00132,BANK02,C27,Manufacture PT Group 132,PT,79.8,106.4,,,,,estimated_economic,3.37,Manufacture of electrical equipment,medium,Portugal,False,False,2022-01-22,False
CP00133,BANK02,H49,Land FR Group 133,FR,1359.6,3954.3,,,,,audited_report,3.27,Land transport (road & rail),medium,France,True,False,2017-10-13,True
CP00134,BANK02,B07,Mining IE Group 134,IE,330.3,866.5,,,,,estimated_economic,5.53,Mining of metal ores,high,Ireland,True,False,2020-11-10,False
CP00135,BANK02,C13,Manufacture LU Group 135,LU,39.1,88.3,,,,,estimated_economic,6.81,Manufacture of textiles,medium,Luxembourg,False,True,2019-10-23,False
CP00136,BANK02,H51,Air BE Group 136,BE,338.0,855.9,,,,,cdp_disclosure,4.68,Air transport,high,Belgium,False,False,2017-05-01,False
CP00137,BANK02,F41,Construction FR Group 137,FR,8.8,14.4,,,,,audited_report,3.55,Construction of buildings,medium,France,False,True,2021-03-10,False
CP00138,BANK02,B05,Mining DE Group 138,DE,112.6,255.5,,,,,proxy_model,5.58,Mining of coal and lignite,high,Germany,False,False,2018-04-07,False
CP00139,BANK02,A02,Forestry IT Group 139,IT,35.3,97.0,,,,,estimated_economic,4.31,Forestry and logging,high,Italy,False,True,2015-10-19,False
CP00140,BANK02,H49,Land LU Group 140,LU,1157.4,2691.1,,,,,estimated_economic,6.08,Land transport (road & rail),medium,Luxembourg,False,False,2017-03-21,False
CP00141,BANK02,C22,Manufacture NL Group 141,NL,439.4,1245.8,,,,,estimated_economic,7.44,Manufacture of rubber and plastic,medium,Netherlands,False,False,2015-10-20,False
CP00142,BANK02,B05,Mining IE Group 142,IE,305.6,820.1,,,,,estimated_economic,4.84,Mining of coal and lignite,high,Ireland,False,False,2019-12-04,False
CP00143,BANK02,B07,Mining BE Group 143,BE,629.8,1824.4,,,,,estimated_economic,5.28,Mining of metal ores,high,Belgium,False,False,2020-07-15,False
CP00144,BANK02,C25,Manufacture NL Group 144,NL,2334.9,5889.0,,,,,estimated_economic,4.35,Manufacture of fabricated metal,medium,Netherlands,False,False,2015-04-16,False
CP00145,BANK02,B06,Extraction PL Group 145,PL,1613.9,3607.6,,,,,estimated_economic,3.3,Extraction of crude petroleum and natural gas,high,Poland,False,False,2023-07-30,False
CP00146,BANK02,F43,Specialised FR Group 146,FR,6.6,16.9,,,,,estimated_economic,3.2,Specialised construction,medium,France,False,True,2020-04-11,False
CP00147,BANK02,C29,Manufacture ES Group 147,ES,34.2,102.4,,,,,estimated_economic,4.78,Manufacture of motor vehicles,medium,Spain,False,True,2019-11-21,False
CP00148,BANK02,F42,Civil ES Group 148,ES,9.4,17.2,,,,,proxy_model,2.0,Civil engineering,medium,Spain,False,True,2018-09-27,False
CP00149,BANK02,H51,Air DE Group 149,DE,15.2,29.5,,,,,estimated_economic,5.24,Air transport,high,Germany,False,True,2020-07-22,False
CP00150,BANK02,D35,"Electricity, LU Group 150",LU,1382.6,3028.1,,,,,estimated_economic,6.99,"Electricity, gas, steam supply",high,Luxembourg,True,False,2018-07-12,True
CP00151,BANK02,C23,Manufacture DE Group 151,DE,1041.5,2871.2,,,,,audited_report,8.17,"Manufacture of cement, lime and plaster",high,Germany,False,False,2015-01-05,False
CP00152,BANK02,F42,Civil NL Group 152,NL,87.0,133.8,,,,,proxy_model,3.97,Civil engineering,medium,Netherlands,False,False,2019-01-21,False
CP00153,BANK02,F41,Construction ES Group 153,ES,106.2,137.3,,,,,cdp_disclosure,3.36,Construction of buildings,medium,Spain,False,False,2017-12-29,False
CP00154,BANK02,C30,Manufacture LU Group 154,LU,103.4,254.0,,,,,estimated_economic,4.69,Manufacture of other transport equipment,medium,Luxembourg,False,False,2016-05-12,False
CP00155,BANK02,A02,Forestry BE Group 155,BE,1253.0,3104.4,,,,,proxy_model,6.5,Forestry and logging,high,Belgium,True,False,2015-02-26,False
CP00156,BANK02,C30,Manufacture DE Group 156,DE,4750.9,13508.1,,,,,estimated_economic,5.84,Manufacture of other transport equipment,medium,Germany,True,False,2016-04-26,False
CP00157,BANK02,F42,Civil FR Group 157,FR,3147.5,5430.5,,,,,estimated_economic,2.9,Civil engineering,medium,France,False,False,2019-08-29,False
CP00158,BANK02,G46,Wholesale PL Group 158,PL,27.0,59.2,,,,,estimated_economic,5.99,Wholesale trade,low,Poland,False,True,2019-04-21,False
CP00159,BANK02,C19,Manufacture NL Group 159,NL,868.7,1255.9,,,,,estimated_economic,5.3,Manufacture of coke and refined petroleum,high,Netherlands,True,False,2023-08-31,False
CP00160,BANK02,I56,Food IT Group 160,IT,3182.3,6727.2,,,,,estimated_economic,2.07,Food and beverage service,medium,Italy,False,False,2018-03-04,False
CP00161,BANK03,J58,Publishing PT Group 161,PT,275.3,657.4,,,,,audited_report,2.93,Publishing activities,low,Portugal,False,False,2020-01-04,False
CP00162,BANK03,H50,Water IT Group 162,IT,226.9,494.2,,,,,estimated_economic,0.68,Water transport,medium,Italy,True,False,2018-08-11,True
CP00163,BANK03,M70,Management PL Group 163,PL,26.1,49.3,,,,,estimated_economic,6.75,Management consultancy,low,Poland,False,True,2024-08-07,False
CP00164,BANK03,J63,Information DE Group 164,DE,859.2,2121.7,,,,,estimated_economic,2.51,Information service activities,low,Germany,False,False,2019-05-01,False
CP00165,BANK03,Q87,Residential IE Group 165,IE,453.0,667.6,,,,,estimated_economic,6.23,Residential care activities,low,Ireland,False,False,2016-06-01,False
CP00166,BANK03,F43,Specialised NL Group 166,NL,2037.5,5651.1,,,,,cdp_disclosure,6.63,Specialised construction,medium,Netherlands,True,False,2020-11-24,False
CP00167,BANK03,N78,Employment DE Group 167,DE,13.6,37.6,,,,,estimated_economic,4.88,Employment activities,low,Germany,False,True,2016-09-24,False
CP00168,BANK03,C17,Manufacture IE Group 168,IE,31.3,72.7,,,,,proxy_model,4.21,Manufacture of paper and paper products,high,Ireland,False,True,2019-06-17,False
CP00169,BANK03,G45,Wholesale PT Group 169,PT,1807.3,4964.3,,,,,estimated_economic,2.92,Wholesale & retail trade of motor vehicles,low,Portugal,True,False,2018-07-21,True
CP00170,BANK03,I56,Food FI Group 170,FI,145.8,316.9,,,,,estimated_economic,5.31,Food and beverage service,medium,Finland,False,False,2021-12-04,False
CP00171,BANK03,B08,Other BE Group 171,BE,2902.6,8694.4,,,,,estimated_economic,5.27,Other mining and quarrying,high,Belgium,False,False,2019-11-13,False
