counterparty_id,reporting_year,total_ghg_tco2e,emissions_id,bank_id,scope_1_tco2e,scope_2_location_tco2e,scope_2_market_tco2e,scope_3_tco2e,pcaf_data_quality_score,data_source,verification_status,gwp_basis
CP00024,2023,6799.1,EM000071,,1299.1,472.4,343.5,5027.6,4,estimated_economic,modeled,IPCC_AR6
CP00024,2024,9105.3,EM000072,,1277.6,464.6,457.5,7363.1,5,estimated_economic,modeled,IPCC_AR6
CP00025,2022,36554.0,EM000073,,9571.3,3480.5,2688.8,23502.2,5,estimated_economic,modeled,IPCC_AR6
CP00025,2023,36214.2,EM000074,,9234.5,3358.0,2933.0,23621.7,3,estimated_physical,self_reported,IPCC_AR6
CP00025,2024,27641.4,EM000075,,8909.6,3239.9,2454.1,15491.9,4,estimated_economic,modeled,IPCC_AR6
CP00026,2022,19960.8,EM000076,,3197.5,1162.7,848.3,15600.6,4,estimated_economic,modeled,IPCC_AR6
CP00026,2023,16782.4,EM000077,,3156.1,1147.7,1047.1,12478.6,3,estimated_physical,self_reported,IPCC_AR6
CP00026,2024,17924.7,EM000078,,3115.2,1132.8,942.4,13676.7,3,estimated_physical,self_reported,IPCC_AR6
CP00027,2022,5750.3,EM000079,,1005.2,365.5,279.3,4379.6,4,estimated_economic,modeled,IPCC_AR6
CP00027,2023,5197.7,EM000080,,970.4,352.9,351.3,3874.4,3,estimated_physical,self_reported,IPCC_AR6
CP00027,2024,4739.0,EM000081,,936.8,340.7,252.4,3461.5,3,estimated_physical,self_reported,IPCC_AR6
CP00028,2022,344937.1,EM000082,,88392.8,32142.8,25663.9,224401.5,2,reported,self_reported,IPCC_AR6
CP00028,2023,282054.0,EM000083,,86725.9,31536.7,27756.0,163791.4,3,estimated_physical,self_reported,IPCC_AR6
CP00028,2024,301332.4,EM000084,,85090.4,30942.0,25780.5,185300.0,4,estimated_economic,modeled,IPCC_AR6
CP00029,2022,58898.9,EM000085,,13566.4,4933.2,3556.3,40399.3,2,reported,self_reported,IPCC_AR6
CP00029,2023,56779.6,EM000086,,13142.0,4778.9,4318.9,38858.7,3,estimated_physical,self_reported,IPCC_AR6
CP00029,2024,42595.9,EM000087,,12730.9,4629.4,3923.4,25235.6,4,estimated_economic,modeled,IPCC_AR6
CP00030,2022,1477715.0,EM000088,,364716.6,132624.2,98541.1,980374.2,2,reported,self_reported,IPCC_AR6
CP00030,2023,1303208.8,EM000089,,354920.9,129062.2,94282.1,819225.7,3,estimated_physical,self_reported,IPCC_AR6
CP00030,2024,1535085.2,EM000090,,345388.4,125595.8,90355.3,1064101.0,4,estimated_economic,modeled,IPCC_AR6
CP00031,2022,19943771.2,EM000091,,5038808.4,1832294.0,1350086.7,13072668.8,3,estimated_physical,self_reported,IPCC_AR6
CP00031,2023,21099137.0,EM000092,,4888445.1,1777616.4,1392861.1,14433075.5,3,estimated_physical,self_reported,IPCC_AR6
CP00031,2024,19599139.2,EM000093,,4742568.7,1724570.4,1348427.5,13132000.1,2,reported,self_reported,IPCC_AR6
CP00032,2022,6127.6,EM000094,,1669.1,606.9,534.6,3851.6,4,estimated_economic,modeled,IPCC_AR6
CP00032,2023,6010.9,EM000095,,1634.5,594.4,465.8,3782.0,4,estimated_economic,modeled,IPCC_AR6
CP00032,2024,6743.6,EM000096,,1600.7,582.1,451.2,4560.8,3,estimated_physical,self_reported,IPCC_AR6
CP00033,2022,25971.1,EM000097,,7917.9,2879.2,2061.1,15174.0,3,estimated_physical,self_reported,IPCC_AR6
CP00033,2023,24664.5,EM000098,,7750.5,2818.4,2794.8,14095.6,4,estimated_economic,modeled,IPCC_AR6
CP00033,2024,27655.5,EM000099,,7586.6,2758.7,2057.5,17310.2,4,estimated_economic,modeled,IPCC_AR6
CP00034,2022,295165.4,EM000100,,92397.8,33599.2,31256.4,169168.4,5,estimated_economic,modeled,IPCC_AR6
CP00034,2023,378055.0,EM000101,,88968.9,32352.3,29072.7,256733.8,4,estimated_economic,modeled,IPCC_AR6
CP00034,2024,325863.1,EM000102,,85667.3,31151.7,25017.5,209044.1,4,estimated_economic,modeled,IPCC_AR6
CP00035,2022,9901.2,EM000103,,2207.8,802.8,665.6,6890.6,3,estimated_physical,self_reported,IPCC_AR6
CP00035,2023,9547.9,EM000104,,2155.6,783.9,622.7,6608.4,4,estimated_economic,modeled,IPCC_AR6
CP00035,2024,7653.2,EM000105,,2104.8,765.4,543.3,4783.0,4,estimated_economic,modeled,IPCC_AR6
CP00036,2022,44272.1,EM000106,,12548.4,4563.0,3866.9,27160.7,4,estimated_economic,modeled,IPCC_AR6
CP00036,2023,40573.2,EM000107,,12370.3,4498.3,3806.6,23704.6,4,estimated_economic,modeled,IPCC_AR6
CP00036,2024,39546.7,EM000108,,12194.8,4434.5,3982.3,22917.4,3,estimated_physical,self_reported,IPCC_AR6
CP00037,2022,475072.5,EM000109,,125590.7,45669.3,38910.5,303812.5,4,estimated_economic,modeled,IPCC_AR6
CP00037,2023,448947.8,EM000110,,122723.0,44626.5,44236.5,281598.3,3,estimated_physical,self_reported,IPCC_AR6
CP00037,2024,478532.3,EM000111,,119920.8,43607.6,43317.0,315003.9,3,estimated_physical,self_reported,IPCC_AR6
CP00038,2022,1941765.8,EM000112,,616773.2,224281.2,180470.8,1100711.4,4,estimated_economic,modeled,IPCC_AR6
CP00038,2023,2474003.5,EM000113,,592623.1,215499.3,208474.6,1665881.1,2,reported,self_reported,IPCC_AR6
CP00038,2024,2041021.4,EM000114,,569418.5,207061.3,166382.6,1264541.6,2,reported,self_reported,IPCC_AR6
CP00039,2022,1938.3,EM000115,,293.8,106.8,95.5,1537.7,4,estimated_economic,modeled,IPCC_AR6
CP00039,2023,1825.6,EM000116,,285.2,103.7,74.6,1436.7,5,estimated_economic,modeled,IPCC_AR6
CP00039,2024,1543.7,EM000117,,276.8,100.6,71.0,1166.3,4,estimated_economic,modeled,IPCC_AR6
CP00040,2022,5603884.0,EM000118,,1287265.4,468096.5,454251.6,3848522.1,3,estimated_physical,self_reported,IPCC_AR6
CP00040,2023,4355511.9,EM000119,,1253574.1,455845.1,399501.2,2646092.7,3,estimated_physical,self_reported,IPCC_AR6
CP00040,2024,5534435.4,EM000120,,1220764.7,443914.4,362718.1,3869756.3,3,estimated_physical,self_reported,IPCC_AR6
CP00041,2022,2700242.4,EM000121,,836202.1,304073.5,243499.1,1559966.8,3,estimated_physical,self_reported,IPCC_AR6
CP00041,2023,3145840.8,EM000122,,823031.8,299284.3,239984.7,2023524.7,4,estimated_economic,modeled,IPCC_AR6
CP00041,2024,3229981.2,EM000123,,810068.9,294570.5,244728.4,2125341.8,3,estimated_physical,self_reported,IPCC_AR6
CP00042,2022,21086.2,EM000124,,3030.2,1101.9,948.5,16954.1,4,estimated_economic,modeled,IPCC_AR6
CP00042,2023,16504.8,EM000125,,2986.0,1085.8,1084.6,12433.0,2,reported,self_reported,IPCC_AR6
CP00042,2024,17230.7,EM000126,,2942.5,1070.0,987.5,13218.2,3,estimated_physical,self_reported,IPCC_AR6
CP00043,2022,212.4,EM000127,,42.7,15.5,11.2,154.2,4,estimated_economic,modeled,IPCC_AR6
CP00043,2023,294.6,EM000128,,42.1,15.3,11.7,237.2,4,estimated_economic,modeled,IPCC_AR6
CP00043,2024,289.8,EM000129,,41.5,15.1,11.9,233.2,4,estimated_economic,modeled,IPCC_AR6
CP00044,2022,239884.3,EM000130,,61873.5,22499.4,18465.0,155511.4,3,estimated_physical,self_reported,IPCC_AR6
CP00044,2023,240942.1,EM000131,,60202.1,21891.7,20338.1,158848.3,3,estimated_physical,self_reported,IPCC_AR6
CP00044,2024,196100.0,EM000132,,58575.9,21300.3,19404.6,116223.8,2,reported,self_reported,IPCC_AR6
CP00045,2022,55254.6,EM000133,,16273.2,5917.5,5459.9,33063.9,5,estimated_economic,modeled,IPCC_AR6
CP00045,2023,59957.9,EM000134,,15903.9,5783.2,4972.5,38270.8,5,estimated_economic,modeled,IPCC_AR6
CP00045,2024,61965.2,EM000135,,15543.0,5652.0,4691.8,40770.2,5,estimated_economic,modeled,IPCC_AR6
CP00046,2022,18348.7,EM000136,,4764.7,1732.6,1289.6,11851.4,4,estimated_economic,modeled,IPCC_AR6
CP00046,2023,15406.2,EM000137,,4663.7,1695.9,1339.9,9046.6,4,estimated_economic,modeled,IPCC_AR6
CP00046,2024,16994.8,EM000138,,4564.8,1659.9,1575.4,10770.1,4,estimated_economic,modeled,IPCC_AR6
CP00047,2022,3615.8,EM000139,,980.1,356.4,318.6,2279.3,5,estimated_economic,modeled,IPCC_AR6
CP00047,2023,3275.7,EM000140,,946.9,344.3,282.9,1984.5,4,estimated_economic,modeled,IPCC_AR6
CP00047,2024,2972.1,EM000141,,914.8,332.6,257.3,1724.7,3,estimated_physical,self_reported,IPCC_AR6
CP00048,2022,1386.3,EM000142,,219.8,79.9,71.4,1086.6,4,estimated_economic,modeled,IPCC_AR6
CP00048,2023,1029.7,EM000143,,214.1,77.8,57.6,737.8,3,estimated_physical,self_reported,IPCC_AR6
CP00048,2024,1135.1,EM000144,,208.5,75.8,68.0,850.8,5,estimated_economic,modeled,IPCC_AR6
CP00049,2022,79244.8,EM000145,,17605.2,6401.9,4519.6,55237.7,4,estimated_economic,modeled,IPCC_AR6
CP00049,2023,75438.6,EM000146,,17351.2,6309.5,5555.4,51777.9,3,estimated_physical,self_reported,IPCC_AR6
CP00049,2024,74541.5,EM000147,,17100.9,6218.5,5112.2,51222.1,5,estimated_economic,modeled,IPCC_AR6
CP00050,2022,804952.3,EM000148,,250388.4,91050.3,83517.7,463513.6,3,estimated_physical,self_reported,IPCC_AR6
CP00050,2023,806785.7,EM000149,,245311.2,89204.1,82098.5,472270.4,1,reported,third_party_verified,IPCC_AR6
CP00050,2024,1070888.3,EM000150,,240337.0,87395.3,82911.4,743156.0,2,reported,self_reported,IPCC_AR6
CP00051,2022,118134.8,EM000151,,34215.6,12442.0,9598.0,71477.2,4,estimated_economic,modeled,IPCC_AR6
CP00051,2023,110262.7,EM000152,,33803.2,12292.1,9818.8,64167.4,4,estimated_economic,modeled,IPCC_AR6
CP00051,2024,131658.3,EM000153,,33395.7,12143.9,11227.2,86118.7,3,estimated_physical,self_reported,IPCC_AR6
CP00052,2022,949604.1,EM000154,,288256.7,104820.6,103874.8,556526.8,2,reported,self_reported,IPCC_AR6
CP00052,2023,1045562.2,EM000155,,280383.3,101957.6,89400.9,663221.3,3,estimated_physical,self_reported,IPCC_AR6
CP00052,2024,1037440.8,EM000156,,272724.9,99172.7,97646.8,665543.2,3,estimated_physical,self_reported,IPCC_AR6
CP00053,2022,3676.0,EM000157,,552.0,200.7,193.4,2923.3,5,estimated_economic,modeled,IPCC_AR6
CP00053,2023,3966.3,EM000158,,536.9,195.2,178.5,3234.2,4,estimated_economic,modeled,IPCC_AR6
CP00053,2024,3685.0,EM000159,,522.2,189.9,188.0,2972.9,3,estimated_physical,self_reported,IPCC_AR6
CP00054,2022,7894.2,EM000160,,1195.9,434.9,394.5,6263.4,4,estimated_economic,modeled,IPCC_AR6
CP00054,2023,8204.1,EM000161,,1178.2,428.4,370.9,6597.5,3,estimated_physical,self_reported,IPCC_AR6
CP00054,2024,6489.0,EM000162,,1160.8,422.1,341.4,4906.1,4,estimated_economic,modeled,IPCC_AR6
CP00055,2022,3945973.1,EM000163,,905329.7,329210.8,268814.2,2711432.6,4,estimated_economic,modeled,IPCC_AR6
CP00055,2023,3857621.1,EM000164,,872431.5,317247.8,315153.3,2667941.8,3,estimated_physical,self_reported,IPCC_AR6
CP00055,2024,2907365.6,EM000165,,840728.7,305719.5,289459.0,1760917.4,2,reported,self_reported,IPCC_AR6
CP00056,2022,155159.7,EM000166,,21389.9,7778.1,6917.9,125991.7,3,estimated_physical,self_reported,IPCC_AR6
CP00056,2023,149294.7,EM000167,,20669.3,7516.1,6177.4,121109.3,3,estimated_physical,self_reported,IPCC_AR6
CP00056,2024,95901.7,EM000168,,19973.0,7262.9,6877.7,68665.8,3,estimated_physical,self_reported,IPCC_AR6
CP00057,2022,1833.1,EM000169,,311.4,113.2,103.6,1408.5,5,estimated_economic,modeled,IPCC_AR6
CP00057,2023,2188.4,EM000170,,303.3,110.3,104.5,1774.8,5,estimated_economic,modeled,IPCC_AR6
CP00057,2024,1981.0,EM000171,,295.5,107.4,86.5,1578.1,4,estimated_economic,modeled,IPCC_AR6
CP00058,2022,574103.2,EM000172,,137728.3,50083.0,35469.0,386291.9,2,reported,self_reported,IPCC_AR6
CP00058,2023,428236.3,EM000173,,135580.2,49301.9,43831.7,243354.2,2,reported,self_reported,IPCC_AR6
CP00058,2024,566797.8,EM000174,,133465.5,48532.9,39806.6,384799.4,1,reported,third_party_verified,IPCC_AR6
CP00059,2022,9341715.4,EM000175,,2916621.4,1060589.6,906708.4,5364504.4,1,reported,third_party_verified,IPCC_AR6
CP00059,2023,12751236.1,EM000176,,2827406.8,1028147.9,955096.8,8895681.4,3,estimated_physical,self_reported,IPCC_AR6
CP00059,2024,11865885.8,EM000177,,2740921.1,996698.6,934696.7,8128266.1,2,reported,self_reported,IPCC_AR6
CP00060,2022,547651.4,EM000178,,131503.9,47819.6,43336.0,368327.9,2,reported,self_reported,IPCC_AR6
CP00060,2023,550889.4,EM000179,,128131.0,46593.1,35392.1,376165.3,3,estimated_physical,self_reported,IPCC_AR6
CP00060,2024,460958.2,EM000180,,124844.5,45398.0,43714.5,290715.7,1,reported,third_party_verified,IPCC_AR6
CP00061,2022,2578886.1,EM000181,,755733.8,274812.3,268473.4,1548340.0,3,estimated_physical,self_reported,IPCC_AR6
CP00061,2023,3008184.6,EM000182,,745554.3,271110.6,263534.0,1991519.7,2,reported,self_reported,IPCC_AR6
CP00061,2024,3321896.6,EM000183,,735511.8,267458.8,243488.7,2318926.0,1,reported,third_party_verified,IPCC_AR6
CP00062,2022,7979.3,EM000184,,2148.7,781.4,567.9,5049.2,4,estimated_economic,modeled,IPCC_AR6
CP00062,2023,7568.7,EM000185,,2088.7,759.5,558.4,4720.5,5,estimated_economic,modeled,IPCC_AR6
CP00062,2024,8405.4,EM000186,,2030.2,738.3,720.6,5636.9,4,estimated_economic,modeled,IPCC_AR6
CP00063,2022,6945.4,EM000187,,1377.0,500.7,379.1,5067.7,4,estimated_economic,modeled,IPCC_AR6
CP00063,2023,9681.2,EM000188,,1349.7,490.8,386.0,7840.7,4,estimated_economic,modeled,IPCC_AR6
CP00063,2024,8096.4,EM000189,,1323.0,481.1,460.4,6292.3,2,reported,self_reported,IPCC_AR6
CP00064,2022,7797371.7,EM000190,,2228742.7,810451.9,669027.5,4758177.1,3,estimated_physical,self_reported,IPCC_AR6
CP00064,2023,8126215.8,EM000191,,2206134.9,802230.9,631402.2,5117850.0,2,reported,self_reported,IPCC_AR6
CP00064,2024,7571907.2,EM000192,,2183756.3,794093.2,772016.2,4594057.7,3,estimated_physical,self_reported,IPCC_AR6
CP00065,2022,1383.6,EM000193,,230.0,83.6,61.9,1070.0,3,estimated_physical,self_reported,IPCC_AR6
CP00065,2023,1269.6,EM000194,,225.5,82.0,74.3,962.1,4,estimated_economic,modeled,IPCC_AR6
CP00065,2024,1491.8,EM000195,,221.1,80.4,74.0,1190.3,5,estimated_economic,modeled,IPCC_AR6
CP00066,2022,52192.1,EM000196,,10710.9,3894.9,3000.8,37586.3,3,estimated_physical,self_reported,IPCC_AR6
CP00066,2023,75341.0,EM000197,,10313.1,3750.2,3681.9,61277.7,4,estimated_economic,modeled,IPCC_AR6
CP00066,2024,74219.6,EM000198,,9930.0,3610.9,3338.2,60678.7,3,estimated_physical,self_reported,IPCC_AR6
CP00067,2022,8673.5,EM000199,,2171.4,789.6,646.2,5712.5,4,estimated_economic,modeled,IPCC_AR6
CP00067,2023,7622.5,EM000200,,2101.0,764.0,663.1,4757.5,5,estimated_economic,modeled,IPCC_AR6
CP00067,2024,8003.4,EM000201,,2033.0,739.3,629.2,5231.1,4,estimated_economic,modeled,IPCC_AR6
CP00068,2022,7804897.1,EM000202,,2382374.7,866318.1,744277.4,4556204.3,3,estimated_physical,self_reported,IPCC_AR6
CP00068,2023,7732436.1,EM000203,,2349824.1,854481.5,609457.8,4528130.5,2,reported,self_reported,IPCC_AR6
CP00068,2024,7579258.4,EM000204,,2317718.2,842806.6,801038.1,4418733.6,4,estimated_economic,modeled,IPCC_AR6
CP00069,2022,1175632.8,EM000205,,336040.0,122196.4,108006.9,717396.4,4,estimated_economic,modeled,IPCC_AR6
CP00069,2023,1395257.8,EM000206,,331936.0,120704.0,95827.3,942617.8,3,estimated_physical,self_reported,IPCC_AR6
CP00069,2024,1441527.0,EM000207,,327882.1,119229.8,119035.4,994415.1,3,estimated_physical,self_reported,IPCC_AR6
CP00070,2022,12324386.4,EM000208,,2840961.4,1033076.9,970540.7,8450348.1,3,estimated_physical,self_reported,IPCC_AR6
CP00070,2023,8659627.3,EM000209,,2740215.0,996441.8,766222.1,4922970.5,2,reported,self_reported,IPCC_AR6
CP00070,2024,8284965.9,EM000210,,2643041.4,961105.9,876325.7,4680818.6,3,estimated_physical,self_reported,IPCC_AR6
CP00071,2022,27552.2,EM000211,,6195.2,2252.8,1817.9,19104.2,3,estimated_physical,self_reported,IPCC_AR6
CP00071,2023,25301.9,EM000212,,6132.3,2229.9,1890.7,16939.7,4,estimated_economic,modeled,IPCC_AR6
CP00071,2024,26268.4,EM000213,,6070.1,2207.3,1627.0,17991.0,5,estimated_economic,modeled,IPCC_AR6
CP00072,2022,308278.5,EM000214,,59036.0,21467.6,18303.7,227774.9,1,reported,third_party_verified,IPCC_AR6
CP00072,2023,319335.2,EM000215,,58212.1,21168.0,18536.9,239955.1,3,estimated_physical,self_reported,IPCC_AR6
CP00072,2024,365958.7,EM000216,,57399.8,20872.6,17904.6,287686.3,3,estimated_physical,self_reported,IPCC_AR6
CP00073,2022,46212.0,EM000217,,14464.0,5259.6,4749.8,26488.4,4,estimated_economic,modeled,IPCC_AR6
CP00073,2023,61732.0,EM000218,,14066.2,5115.0,4626.0,42550.8,2,reported,self_reported,IPCC_AR6
CP00073,2024,55868.9,EM000219,,13679.2,4974.3,4363.0,37215.4,3,estimated_physical,self_reported,IPCC_AR6
CP00074,2022,19712.4,EM000220,,5958.5,2166.7,2056.7,11587.2,3,estimated_physical,self_reported,IPCC_AR6
CP00074,2023,23791.2,EM000221,,5869.8,2134.5,2105.8,15786.9,4,estimated_economic,modeled,IPCC_AR6
CP00074,2024,22880.5,EM000222,,5782.4,2102.7,2083.6,14995.4,3,estimated_physical,self_reported,IPCC_AR6
CP00075,2022,340162.8,EM000223,,95542.5,34742.7,31973.6,209877.6,4,estimated_economic,modeled,IPCC_AR6
CP00075,2023,424234.9,EM000224,,94446.3,34344.1,26218.6,295444.5,3,estimated_physical,self_reported,IPCC_AR6
CP00075,2024,294420.6,EM000225,,93362.7,33950.1,27056.6,167107.8,3,estimated_physical,self_reported,IPCC_AR6
CP00076,2022,143396.6,EM000226,,31981.7,11629.7,9532.4,99785.2,2,reported,self_reported,IPCC_AR6
CP00076,2023,102895.3,EM000227,,30770.3,11189.2,10737.8,60935.8,3,estimated_physical,self_reported,IPCC_AR6
